0x000003F7,amr
0x0F008216,CARD COLLECTED
0x0F020961,Zancudo Barranca
0x0F083B83,Your Arcade daily earnings are stored in the safe ~HUD_COLOUR_GREEN~~BLIP_FINANCIER_STRAND~~s~ in your office.
0x0F095EDF,Collect the ~HUD_COLOUR_GREEN~camera.~s~
0x0F0B3733,It is not safe to use Spectate at this time.
0x0F0B6236,Black-Rimmed Glasses
0x0F0CC88E,Larger sales may require multiple vehicles. Ensure you have additional Members prior to starting this mission.
0x0F0CE5B5,REQUEST PASSWORD RESET
0x0F0E9D95,Stay near the other ~HUD_COLOUR_BLUE~funeral car.~s~
0x0F108E09,Customer Property
0x0F10DCAF,~1~ Kills
0x0F10E381,- Submachine Gun Challenge 2
0x0F1350CA,Tivoli Cinema: $30 000 000
0x0F138482,You repo'd a car and raced it through the heart of a sun-soaked metropolis.
0x0F14C185,Steal a ~a~.
0x0F15E201,Rejected by Europe  now in America - Luxury women's casualwear from Miss T.
0x0F1671E8,Choose a motorcycle ~HUD_COLOUR_BLUE~~BLIP_GANG_BIKE~~s~ and deliver it to your Clubhouse to claim it as your own.
0x0F1743B8,Vehicle: ~a~~n~Value: ~a~~n~Plate: ~a~ ~nrt~ <img src='img://IE_TEXTVECH_81/IE_TEXTVECH_81' vspace='0' width='252' height='150'/> ~nrt~
0x0F17ED7F,Document Forgery Office
0x0F18C0CF,Planning Location
0x0F1949CD,Bring all nearby Motorcycle Club members into your Clubhouse.
0x0F196EE8,Sort By Name
0x0F1B4FB9,Challenge: (Job ~1~ of ~1~)
0x0F1B779D,~a~ Air Race
0x0F1BCF7A,Warehouse Technician
0x0F1C8A65,Friends
0x0F1DEA42,Miranda
0x0F1E8BC1,TIME REMAINING
0x0F1EDA58,Passive Mode will next be available in ~a~
0x0F1FFFCF,Tung Charcoal Shades
0x0F20A069,AP Pistol Tint Unlock
0x0F21208E,Tank
0x0F23B4AC,Loading Next Clip
0x0F23B6A1,Export is unavailable at this time.~n~~n~Export your project to your Video Gallery.~n~From your Video Gallery you can play your finished videos  and upload them to YouTube and the Rockstar Games Social Club.
0x0F24F606,Give cash to someone
0x0F2863F2,No Projects Available
0x0F296846,Chestnut Oxfords
0x0F296FF3,RD
0x0F298649,Coffee Cop Frames
0x0F29C169,Complete a Heist Finale.
0x0F2A5CFA,Wait for the ~HUD_COLOUR_BLUE~~a~~s~ to enter the vehicle.
0x0F2D9A3E,Can be used to leave a trail of gasoline that can be ignited
0x0F2E8028,Take out the ~HUD_COLOUR_RED~target.
0x0F2EC67A,TARGETS REMAINING
0x0F31F317,Stop shooting at my house.
0x0F32236E,Weapon Mods
0x0F359F0C,Use the photograph in this email to identify the location of the treasure. ~nrt~ <img src='img://NHP_PHOTO_12/NHP_PHOTO_12' vspace='0' width='320' height='200'/> ~nrt~
0x0F3716ED,GTA Online: Complete Act II of The Doomsday Heist as Leader or Crew.
0x0F3879EC,Ok. You're almost on em. When you get close fly low and drop a bomb - give them a hell of a surprise!
0x0F3989FD,RC Car
0x0F3A0B02,Karim Denz
0x0F3A7679,Apartment 3
0x0F3A8B76,Selecting this will turn on player names while the Expanded Radar is active.
0x0F3DB91A,The ~a~ was destroyed
0x0F3E040B,You no longer have enough drivers to complete the sale. Please try again to find a new buyer.
0x0F3E9245,Disable the camera ~HUD_COLOUR_RED~~BLIP_NHP_CCTV~~s~ using your Stun Gun or Drone shock to pass by undetected.
0x0F400892,After playing a Freemode Prep or Setup mission a planning room invite will be sent to your phone. Accept this invite to return to the planning room in your Facility and continue with The Doomsday Heist.
0x0F437599,Landing Zone
0x0F43CE03,A new vehicle is available to purchase for your Hangar property.
0x0F43D842,MS X
0x0F464A2E,Gray Baggy Jeans
0x0F478EFD,Reply
0x0F47C656,Head north. Yacht off the coast of Pacific Bluffs. Near Pipeline Inn.
0x0F48E0E8,Invite MC members to your Business.
0x0F48F5EB,Fair Game
0x0F494EDD, Don't tell them who told you where to find them.
0x0F4D70CD,Press ~INPUT_DROP_AMMO~ to drop ammo. ~n~Press ~INPUT_DROP_WEAPON~ to drop weapon.
0x0F4E369F,Aircraft Pitch Back
0x0F4E4408,Select Vehicle Position
0x0F4F7FB9,Rumors on set bring Majestic stock down.
0x0F5265EF,In the beginning
0x0F55E1BA,Let ~a~ into your Penthouse.
0x0F569766,Press ~INPUT_ATTACK~ to take Chop for a walk.~n~Press ~INPUT_JUMP~ to make Chop hunt for pickups.
0x0F56D65E,You quit the session while playing a minigame
0x0F570A8C,Warehouse:~n~~a~~n~~n~Special Item value:~n~ $~1~
0x0F5734A7,Stunt Race
0x0F5C880E,d
0x0F5F499E,NOTEXTNOTEXTNOTEXT
0x0F5F8DF0,Bay City Avenue
0x0F63D8D7,Automated Response – Wild Amateur Pics
0x0F6575D5,Exit the Office
0x0F65BD67,~a~ ~a~ ~a~ ~a~
0x0F693F26,The Mobile Operations Center ~BLIP_GR_COVERT_OPS~ is parked nearby. Go to the rear of the trailer to enter inside it.
0x0F6994EA,Cornrows Blond
0x0F6BEF5F,Your Cocaine Lockup is no longer producing Cocaine. The technician assigned to accrue Cocaine is no longer assigned. Check the warehouse management page to reassign him.
0x0F6D97E4,Triathlon
0x0F6E5CB7,Master Bedroom
0x0F6E6CD4,Ducktail Spoiler
0x0F6EA94B,Happy holidays from Rockstar  have a gift on us:~n~Abominable Snowman mask~n~Set of Pajamas~n~Naughty Cap~n~Carbine Rifle + 200 Rounds~n~Baseball Bat~n~Firework Launcher~n~5 x Firework rockets~n~10 x Sticky Bombs~n~15 x Grenades~n~3 x Proximity Mines~n~3 x Molotovs~n~Full Snacks~n~Full Armor added to inventory
0x0F728E62,PREP: GRUPPE SECHS GEAR I
0x0F743653,Changes have been made to the gamepad calibration.  Save or Discard these changes?
0x0F7658B9,Trey Baker T-Shirt
0x0F76C340,ACTIVATION ERROR
0x0F76E4EF,DANGER! Hull integrity critical!
0x0F772BED,Garage 5
0x0F778380,The Square
0x0F7E8D0D,Blazer Aqua
0x0F7F3E9D,~a~ is reported to have entered a restricted area. Police are attempting to resolve the situation.
0x0F800375,Tan Patterned Cap
0x0F837F3B,Cancel
0x0F83FAFC,You can't renovate your Penthouse whilst players are playing "Don't Cross The Line".
0x0F843447,~HUD_COLOUR_WHITE~You erased ~a~.
0x0F87060D,Flight School - Flat Hatting
0x0F8C20AE,Participate in a Capture - Contend.
0x0F8CC05A,Use ~INPUTGROUP_LOOK~ while holding ~INPUT_VEH_AIM~ to aim while driving. Hold ~INPUT_VEH_ATTACK~ to shoot.
0x0F8EC3C1,Enus Windsor
0x0F91926F,Don't have much to go on this time. They were last seen on foot  heading in this direction. Keep your eyes peeled. ~nrt~ <img src='img://VC_TC_CASINOCCTV/VC_TC_CASINOCCTV_1' vspace='0' width='252' height='150'/> ~nrt~
0x0F91B1CF,Enter Garage
0x0F91F90D,Geometric Black Dog
0x0F9277E4,Halloween Adversary Mode and associated invite now available.
0x0F9278E7,You're really racking them up today!  I'd say you earned yourself $~1~ for that.
0x0F929E2B,Cyclists
0x0F973E6B,Pixie
0x0F975FB4,This snack cannot be eaten at the moment.
0x0F978560,POWER DRILLS
0x0F983AA3,Vinewood Racetrack
0x0F986BB4,Tessellation
0x0F9C5631,This modification is available to purchase for Arena Contender vehicles at the Arena Workshop.
0x0F9CC96A,Defend the ~HUD_COLOUR_YELLOW~area.~s~
0x0F9D42DB,MOTORCYCLES DELIVERED
0x0F9DE806,LOB Tan Shorts
0x0FA146C5,Exercising Demons - Trevor
0x0FA1A415,Go to the planning room in your Facility ~BLIP_NHP_BASE~ to start The Doomsday Scenario.
0x0FA2699C,You cannot enter the Bunker with this vehicle  without the Mobile Operations Center trailer attached.
0x0FA2A67C,REJECTED
0x0FA4361F,Red Open-Face Helmet
0x0FA4E2FD,Forbidden Text. Try again (MAX 15 characters):
0x0FA5A0E2,Exit the submarine to continue taking part in the Challenge.
0x0FA72DD8,You can't access a Facility at this time.
0x0FA8C0F2,Purple Denim Shorts
0x0FA95F19,Use ~INPUTGROUP_FRONTEND_LSTICK_ALL~ or ~INPUTGROUP_FRONTEND_DPAD_LR~ to make your Music and City choice. Select with ~INPUT_FRONTEND_RT~ or ~INPUT_FRONTEND_ACCEPT~.~n~Hold ~INPUT_SCRIPT_RUP~ at any time to quit the game.
0x0FACA87A,Please  stop firing rockets at my house
0x0FAE40B2,Silver Hoodie
0x0FB0FA1F,This sprawling underground property is your headquarters for Gunrunning where you'll manufacture and sell weapons across Los Santos and Blaine County for a profit. Put your staff to work researching new technologies and upgrade your operation with the purchase of a Mobile Operations Center. You can access your Bunker from the Maze Bank Foreclosures website from your in-game phone.
0x0FB1CDEA,Fleeca
0x0FB24F76,@ClipLee Six blcks wood chopped! I rok! u suk! U so weak! lol
0x0FB2B60B,Charcoal Pants
0x0FB2C229,Cream Shirt
0x0FB36232,The content you are trying to load doesn't exist.
0x0FB3AE20,Krepp Coffee Shades
0x0FB4015B,Happy Holidays! You have been awarded full ammo.
0x0FB40ABE,Are you sure you want to quit?
0x0FB4DBA2,Search the ~a~~s~ for the Supplies.
0x0FB5148F,Store this Vehicle in your CEO's Vehicle Warehouse ~HUD_COLOUR_YELLOW~~BLIP_WAREHOUSE_VEHICLE~~s~ or deliver it to the closest Police Station ~HUD_COLOUR_YELLOW~~BLIP_POLICE_STATION_DROPOFF~~s~ to earn cash and RP.
0x0FB6AAC5,That's some impressive sharpshooting Trevor.  $~1~ coming your way.
0x0FBC855F,Vehicle: ~a~~n~Value: ~a~~n~Plate: ~a~ ~nrt~ <img src='img://IE_TEXTVECH_40/IE_TEXTVECH_40' vspace='0' width='252' height='150'/> ~nrt~
0x0FBE9E64,Delivery secured. Now get out of the area before you attract any more attention.
0x0FC1768F,Max health and armor.
0x0FC34EF1,Motorcycle Club
0x0FC6BA89,Infiltration suits
0x0FC6C25D,You can only preview your available choices before you start The Diamond Casino Heist. Select Start to invite other players and set up the Finale when you are ready.
0x0FC7BF83,Gerald Mission
0x0FC94617,Enter the ~a~.
0x0FC9DD1C,Go to ~y~McKenzie Field ~s~and enter a ~b~helicopter.~s~
0x0FC9F623,Western MC Red Helmet
0x0FCA840B,Target C
0x0FCA8DA9,Exit Penthouse
0x0FCAEBD2,Track Star
0x0FCB5F89,The Watcher
0x0FCB9204,@LosSantosPoliceDept The child abduction announced this morning was a false alarm – it was evidently a manchild in a cosplay group.
0x0FCC422F,HushSmush.com
0x0FCD1986,Press ~INPUT_CONTEXT~ to detach your vehicle.
0x0FD164E7,Receive an award item for ~a~.
0x0FD1739E,Gauntlets are required before attempting the heist. Check your email for locations.
0x0FD1AA3F,Sculpture by Sid Weldon
0x0FD5EA31,Hey  come over to the Nightclub.
0x0FD6A067,Heavy Sniper  - Scope
0x0FD7D60E,Silver Bull Emic
0x0FD8178C,Deaths:
0x0FD871BF,Crowd Control
0x0FDACDC0,Enter your Nightclub
0x0FDB0367,Blue Jock Cranley Suit
0x0FDC046F,Heist crew member ~a~ unlocked.
0x0FDC8EE6,@steelhorsefan77 What's going on with the Lost bikers? I heard they got taken down AGAIN out at the Alamo sea. They never been the same since that Billy Grey shit.
0x0FDDA79A,<C>~a~</C> ~s~and <C>~a~</C> ~s~delivered the Moving Target vehicle
0x0FDE79C8,COMPLETE IN UNDER ~a~ MINS
0x0FE0955F,Apt: Blvd Del Perro 18
0x0FE15D9D,Did Somebody Say Yoga?
0x0FE196F8,Blast Decrease
0x0FE50D44,Your Missions & DM & Races
0x0FE6023F,You have entered a party that is in a GTA Online session. Would you like to join? Progress will be automatically saved.
0x0FE6E143,Aquarius
0x0FE76605,Platinum Alloy Necklace
0x0FE87672,Scarab
0x0FE8F33C,Rise up and increase your ground clearance with an upgrade that transforms the Willard Faction into a custom Donk variant.
0x0FEB6DB4,The Hampstead
0x0FEBE50D,Goma Street
0x0FECACFE,Merchants ~1~
0x0FEE9198,Friends: Play Golf
0x0FF487F6,Hey look your Organic Produce capacity is maxed out. Assign the techs to manage any other kind of stuff or sell what you got and make space for more. Tx
0x0FF963A8,The Tropical
0x0FFBE17F,Race Creator
0x0FFC4680,You have not bought a Terrorbyte.
0x0FFDA2DD,Give Them the Rainbow V
0x0FFE05AE,Sculpture by Lippi
0x0FFED56F,Legendary Motorsport
0x0FFEDA36,Enter your Penthouse Garage.
0x0FFF4DE5,Purple Flip-Flops
0x0FFFF446,Entered 1st place.
0x10000BB1,WANTED: Motorcycles belonging to a different party. We'll tell you who  where  and how  you go get em. Cash on delivery.
0x10021B7E,Senora Freeway
0x10022354,Meet the Boss
0x10023148,old derelict perfect for cooking shit. neighbors are half dead with the smog so no ones going to notice a little extra toxicity lol.
0x10027847,CHALLENGE
0x100324B9,Enter the Rocket Voltic
0x1003BE5B,Declasse Apocalypse Impaler
0x100474AE,Your session is now on GTA Online TV!
0x100690FF,Camo Bikini
0x1006E38F,@cashncarrie22 I close my eyes and I'm see myself on a yacht on the Carribean. I open my eyes and I see my roommate passed out on the floor with his privates showing. #hatemylife
0x10070006,Light Yellow
0x10072055,~a~ and ~a~
0x1007AFD6,Bad Sport! You destroyed someone's Personal Vehicle  behave yourself or else...
0x1007B4A2,Are you sure you want to start this mission?
0x1008233F,Search Market
0x10089346,1st
0x100AECB5,4 new items
0x100BCC95,Sculpture by Nyla Mathews
0x100C7E5A,Passive Mode is disabled while you are a key player in a Club activity.
0x100CFD1B,HOT PROPERTY END
0x100D2435,Engine - 3 liter<br>Power - 550hp<br>Top Speed - 203mph<br>0-60 - 3.1 seconds
0x100DEFC8,Squared Helmet
0x100E4A31,~1~ m
0x100F66FD,The opposing team's score will only be decreased when killing a player who has scored a point.
0x100FB46D,Sculpture by Sid Weldon
0x1010D3BB,Blue-Gray Cheap Pants
0x10112483,Go to ~HUD_COLOUR_YELLOW~Pacific Standard Bank.
0x1012FE21,Just don't do nothing stupid.
0x10137259,This spectacular condo on Movie Star Way in prime Rockford Hills is move-in ready! Don't worry if you're a rich Los Santos philistine with no taste - it's all been picked out for you. All furniture  appliances  fixtures and art included.~n~Includes 10-car garage.
0x101450BC,Got it in one take! The director will be happy.
0x1014796F,Wait for the other ~HUD_COLOUR_BLUE~funeral car.~s~
0x101855DB,LS Panic Yellow Shorts
0x101960DA,Catfish View
0x101967D0,Enter your Eyefind message (MAX 500 characters):
0x101A3869,Corner Number 8
0x101A9695,San Andreas is full of some epic places to take this off-road beast. Comes with a mud flap so your back doesn't look like you've had a train run on you by lumberjacks.<BR>High torque cranks sound really impressive if you know what it means  and also ensure it's nimble on a trail but also stable at high speed  when you are on the cusp of losing control and flying over the handlebars.
0x101C10C8,Supply St
0x101CB784,@dontelford_ff Shudder to think what would have happen if the army hadn't gunned down that cargo plane. Proud to be an American. And scared.
0x101DB5B4,Bikers
0x1024AA3E,Continue
0x10252197,There are no available CEOs or VIPs in this session.
0x1025742A,Performance Hood
0x1025EFB1,hliep ms bae?kr
0x1026A7D4,Brother ~n~~n~All evidence points to you being an Unsaveable.  You have one more chance to prove us wrong by sourcing these vehicles:~a~ ~a~ ~n~Spare yourself the wrath of Kraff  for it will not spare you!
0x1027BC1B,$100
0x1027ED3C,Le Chien 1
0x102D1D22,PHOTOS SENT
0x102D5DDA,This beautiful condo in the sought-after Callisto Apartments building has views of the iconic Vinewood sign! Watch failed actors committing suicide from your living room window!
0x1037F13A,Slipstream
0x10387FEF,You can't trade in this Hangar as it is larger than the one you have selected.
0x10390271,~HUD_COLOUR_NET_PLAYER2~Moving Target ~s~is no longer available.
0x103909E1,Cleared
0x10398571,Remove Livery? It cannot be reapplied.
0x103DB672,~BLIP_INFO_ICON~ Experience GTAV like never before and immerse yourself in the rich world of Los Santos in first person. Press ~INPUT_NEXT_CAMERA~ for a new perspective and also to cycle between all the different camera modes.
0x103E827C,Give Lester a call to set the Cops on other players.
0x103FDF81,BZ Gas
0x10409FB4,New vehicles are available to purchase for your Garage  Marina and Helipad property.
0x104103D9,DNF
0x1043257D,Please buy something.
0x10442FE3,@dodofencer3 I love all my friends. And by friends I mean porn and weed.
0x1044895C,Copper Deco Earrings
0x10492CC4,We've still got birds in the air. Don't let them be the last chopper out of Saigon.
0x104A730E,TIME REMAINING
0x104BABB9,Bounty Complete~s~
0x104C50D0,Press ~INPUT_CONTEXT~ to talk to Clinton.
0x104C8F15,A Pendulus is not a watch; it's a timepiece.  Like an antique  but with none of the charm.
0x10507E3C,~a~ ~s~destroyed the Ramp Buggy
0x10517C0C,If the business becomes full of product or runs out of supplies production will cease. You will still need to pay production overheads so check back into the business regularly to manage production.
0x1051F700,Just one Stunt Jump left to do
0x1053A2C8,We're not done yet. Buckle up  more of them incoming.
0x105459E8,Offroad Events
0x1054D3F9,Level 4
0x10551C48,The project has been truncated as it contained unsupported content.
0x10551F56,Grotti Carbonizzare
0x1055778B,137 Capital Blvd.
0x10562805,~1~% CUT OF TAKE
0x1057370A,Open Enrollment
0x1058D8C0,Descent
0x1059A6C2,~a~ set a score of ~1~ in ~a~  beating your score of ~1~.
0x105A709F,Acne Scarring
0x105DEC4B,Jailbreak
0x105E49E3,Lose the heat before you come back to the hangar.
0x105FEE52,Retire
0x10601F72,Valet Service
0x1060BBAA,Keep a low profile en route to the bank. If you alert the cops you will compromise the job.
0x1060E8F5,your King of the Hill
0x10611970,Play Playlist
0x1061AE72,Are you sure you want to terminate this Bodyguard?
0x10648EEB,Gallivanter Tee
0x1067B154,Associate ~a~ destroyed your Special Cargo shipment. Press ~INPUT_CONTEXT~ to kick them from your Organization and remove their SecuroServ privileges for a short time.
0x10686412,Locate the celebrity
0x106D2B67,You cannot buy a Penthouse whilst on this mission.
0x1070A873,Choose a hairstyle to suit your style and budget.
